name,RA_1,Dec_1,REDSHIFT_1,PLATE_1,FIBER_1,MJD_1,UNIFORM_TARGET,MI_Z2,LOGLBOL,BAL_FLAG,FIRST_FR_TYPE,FINT_REST6CM_MJY_OBS,LOGFNU2500A_ERGS_OBS,R_6CM_2500A,LOGL_MGII,EW_MGII,LOGL_BROAD_MGII,EW_BROAD_MGII,LOGL_CIV,EW_CIV,VOFF_CIV_PEAK,LOGEDD_RATIO,Z_HW,E_BV
100512.42+335217.3,151.301781,33.871495,1.864300012588501,1952,391,53378,1,-27.71769790214502,47.09401339081071,0,0,0.0,-26.605286937254675,-1.0,44.431743569702896,30.81386052629408,44.42435797516625,30.294271824794045,44.91030024462117,39.83001097829461,113.08104516761021,-0.4671754370078034,1.872026,0.012994276359677315
101308.22+333236.6,153.284291,33.543513,1.7690999507904053,1952,630,53378,1,-26.28293788326873,46.33569315556886,0,0,0.0,-27.203629352449635,-1.0,43.630083376939204,25.129290268995874,43.60113738520066,23.509004070393296,43.66867893441226,7.279654852012652,-240.47631077447545,-0.5607941843076034,1.774054,0.01647358201444149
101024.43+301312.2,152.601828,30.220058,1.9982000589370728,1953,123,53358,1,-28.542099774422287,47.43722083798942,0,0,0.0,-26.36050584851151,-1.0,44.660248964433876,28.269127671284885,44.652900330641096,27.794814084090753,44.956639441602825,20.431642999488886,583.8428464290001,-0.40242915116086664,2.005136,0.02377226948738098
100904.19+295653.4,152.267459,29.948172999999997,1.8459999561309814,1953,170,53358,1,-26.599212880656996,46.65071066624616,0,0,0.0,-27.00667227781287,-1.0,43.51180626344199,9.979104582447144,43.425215202677805,8.17524004290201,44.12747898306654,13.635356037925558,188.0244821959436,0.44878498872272843,1.860517,0.021672669798135757
100444.26+310009.8,151.184456,31.00275,1.7965999841690063,1953,326,53358,1,-27.075464500125374,46.75021509727234,0,0,0.0,-26.92269760960094,-1.0,44.20849417569533,40.767371289980716,44.18965086455882,39.03636746989863,44.33695032966009,24.238069200716065,273.6511756943533,-0.5654697938669457,1.803958,0.018547803163528442
100839.77+304626.4,152.165744,30.774016999999997,1.7580000162124634,1953,443,53358,1,-27.29435737256211,46.93266596839862,0,0,0.0,-26.72408185630043,-1.0,44.24955025525422,29.46403577327487,44.244002354520006,29.090040936697363,44.65047121412424,32.07810552240024,818.9463571903054,-0.43819548330679226,1.763009,0.02270280197262764
101105.70+303852.7,152.773779,30.647985,1.9953999519348145,1953,492,53358,1,-27.30557588240462,47.07574387168826,0,0,0.0,-26.804826842962207,-1.0,44.052617903382334,18.671294355204136,44.04845441809512,18.493152049477892,44.532064730741425,19.026424340147543,765.5299677009554,-0.905054814986535,2.003373,0.02286931313574314
101651.97+354126.7,154.216568,35.690767,2.0341999530792236,1954,156,53357,1,-27.2603336989954,46.86614343295972,0,0,0.0,-26.947317318702428,-1.0,44.23968097699429,39.58253773487449,44.17944168720338,34.54096106053855,44.54199969016349,28.636355618407453,380.6501295858727,-0.941170573301811,2.04221,0.010765076614916325
101401.25+352950.6,153.505231,35.497406,1.829699993133545,1954,241,53357,1,-26.992587400090194,46.80305182657903,0,0,0.0,-26.88580501587116,-1.0,44.000571935239044,22.39521100396038,43.94518211029342,19.713572468518862,44.6900974509264,45.81823636415743,466.22177083765024,-0.7622271569049772,1.838906,0.011752408929169178
101236.79+334454.5,153.153309,33.748496,2.0652999877929688,1955,327,53442,1,-27.474153430001095,47.12082350437538,0,0,0.0,-26.81830808110554,-1.0,44.18454171697759,25.851783572675057,44.13261671060128,22.938525882729166,44.86436407074447,37.83046468436416,893.7132723210798,-0.3476092682042875,2.066324,0.017790082842111588
101536.11+340623.0,153.900463,34.106404,1.6897000074386597,1955,447,53442,1,-26.333047440668548,46.55234051689583,0,0,0.0,-27.045123574891907,-1.0,43.758305935556656,22.27260052990636,43.73814903432904,21.262485312434208,44.22251140872509,26.284740047245517,722.7899847343064,-0.09492255897789192,1.691828,0.01696835085749626
102123.85+301812.9,155.349414,30.303603999999996,1.7740999460220337,1956,75,53437,1,-27.2598582370458,46.85688891332799,0,0,0.0,-26.76392634573356,-1.0,44.15945751745733,27.45029445315763,44.150711673876,26.90302801087956,44.413722580913834,17.65393082387084,947.106763908204,-0.09734388790553083,1.788618,0.029788434505462646
101316.48+313233.1,153.31868799999998,31.542546999999995,1.7482999563217163,1956,337,53437,1,-26.48491140218359,46.65312239352915,0,0,0.0,-26.99518026189644,-1.0,44.082673743300845,38.054883373840376,44.060534544172626,36.16356163285905,44.609080943697485,59.95201039212799,829.6284899951995,-0.8631994675734447,1.748184,0.022021587938070297
101555.63+322731.8,153.98181200000002,32.458853000000005,1.950700044631958,1956,342,53437,1,-26.83933684900109,46.810963599482754,0,1,1.6931008203893854,-27.0119020798689,17.401428444743832,43.505263436904585,9.390913705991538,43.489509269223205,9.056360088680275,44.29190659258605,18.596263801510045,1373.9114754567584,-0.547494934586787,1.961013,0.01489932555705309
102155.29+315459.4,155.48040600000002,31.916520000000002,1.694599986076355,1956,595,53437,1,-26.45065827495687,46.54539077128924,0,0,0.0,-27.023478667816907,-1.0,44.01044977126122,39.36371003289028,43.996232340223806,38.09593112995053,44.50146153844063,38.38473817680856,70.24780753738223,-0.6584302901698749,1.69726,0.01846546120941639
102313.89+321849.3,155.80791399999998,32.313715,1.8639999628067017,1956,625,53437,1,-27.06498055364259,46.845003509226856,0,0,0.0,-26.869593975927895,-1.0,44.240144117926604,35.647630041390116,44.22597928440287,34.50371266175531,44.78839242571129,69.11539430350632,-47.575165985787976,-0.44927758563221687,1.868138,0.01857707090675831
102335.24+372725.9,155.896847,37.457209000000006,1.7766000032424927,1957,426,53415,1,-27.216384436916197,46.826155281636204,0,0,0.0,-26.81670659559361,-1.0,44.27756819114429,39.38805348434334,44.2129299928819,33.95035833738939,45.04195902815032,102.11905206103218,241.54403382482252,-0.6752984368564583,1.778887,0.008356552571058273
102242.50+365546.6,155.677118,36.929632,1.9921000003814697,1957,442,53415,1,-27.33886574208595,46.95639875829018,0,0,0.0,-26.857830175752763,-1.0,44.216718320395394,30.97235398662975,44.14027475962545,25.973510616365484,44.572685913878885,25.372963504714043,947.106763908204,-0.5825004076256377,1.998926,0.008551201783120632
102707.30+365801.8,156.78043,36.967189000000005,1.8676999807357788,1957,605,53415,1,-26.562510939458804,46.55668565616416,0,0,0.0,-27.129972751252534,-1.0,44.004718502800394,39.23652744601035,43.9966322948198,38.51273452812082,44.43150326675779,44.03885340120022,-465.6845035421732,-0.7648012669660247,1.876515,0.011768177151679993
102721.06+364145.7,156.83776,36.696028000000005,1.8695000410079956,1957,613,53415,1,-26.59146940983,46.56616174825485,0,0,0.0,-27.107774852382168,-1.0,43.917657396845186,31.04708934439056,43.89499706196746,29.468671434610783,44.441534439217484,40.02171526368625,59.538541575671324,-0.8698003785095096,1.878685,0.011510584503412247
102847.50+332056.0,157.197956,33.348898999999996,1.6926000118255615,1958,141,53385,1,-27.134998238744295,46.87861443867705,0,0,0.0,-26.725204053984545,-1.0,44.053289923392235,20.815230972878986,44.046722236621754,20.50281757525389,44.50140123747529,20.948907585689188,883.0334293063684,-0.7364822060856184,1.697431,0.01764729991555214
102542.52+324231.6,156.427179,32.708783000000004,1.853700041770935,1958,190,53385,1,-27.01720902198439,46.71968835832375,0,0,0.0,-26.980096291034297,-1.0,44.05780505597112,30.975524038379273,44.04444965235157,30.037463688639814,44.72827805338398,62.426079850672764,423.4390076865164,-0.24635248542666233,1.856242,0.016828300431370735
102707.13+341204.8,156.779726,34.201338,1.7237000465393066,1958,478,53385,1,-27.361178634678325,46.864386507003005,0,0,0.0,-26.741437337960576,-1.0,44.458788997719886,54.1203760677009,44.45657548921751,53.84523754268292,44.74676827319092,36.316528055447165,508.99841991320295,-0.9728800311676835,1.71456,0.01797693781554699
102730.72+345523.5,156.87803,34.923221000000005,1.8553999662399292,1958,508,53385,1,-27.20771834174968,46.87839123182092,0,0,0.0,-26.812507083699465,-1.0,44.238087880811385,32.28051811907288,44.20774797188213,30.10236295091804,44.73931871400819,43.091450105085706,-79.7167419520584,-0.9848582475031336,1.860571,0.012714514508843422
103056.73+342408.6,157.73638200000002,34.402390000000004,2.0506999492645264,1958,562,53385,1,-27.233793796942386,47.03382583170165,0,0,0.0,-26.819705078596368,-1.0,44.24512297182137,28.264203193925997,44.21446043506222,26.337479456449604,44.74312254806782,33.70478185793178,1171.2552946023327,-0.5737833408031889,2.049912,0.018317263573408127
103207.05+340904.9,158.029377,34.151363,1.7070000171661377,1958,608,53385,1,-26.54679680706447,46.594802568965704,0,0,0.0,-27.019885976072032,-1.0,43.97356607617153,33.4228054773415,43.952482542331,31.838996227964316,44.371495364933516,29.92877083689448,1757.5145226992265,-0.5289816755596561,1.705738,0.016091041266918182
102905.85+314036.0,157.27438700000002,31.676672999999997,1.9519000053405762,1959,145,53440,1,-27.32547293681866,46.8246359383307,0,0,0.0,-26.873624529082576,-1.0,44.14499260654466,27.375883977114103,44.14343486526694,27.277867174664415,44.40400681088166,21.730118520975093,-90.43136624275769,-0.7732356149669002,1.966823,0.021188749000430107
102851.47+311038.9,157.214488,31.177489,1.930999994277954,1959,163,53440,1,-27.041537631340727,46.846836804010046,0,0,0.0,-26.92593495655106,-1.0,44.057092985334016,27.307657457728265,44.04175903699247,26.360309081112483,44.496232382780214,26.997008561550672,979.1382805618998,-0.9150430231895967,1.949354,0.018863409757614136
102745.60+330109.0,156.940007,33.019176,1.8245999813079834,1959,507,53440,1,-27.05331580553269,46.742305050890685,0,0,0.0,-26.932729050532526,-1.0,44.03070892421273,27.328120751327,43.95434096181076,22.921435124216096,44.62589164619407,46.47036300776537,134.49536844482145,-0.6327340061283451,1.830333,0.018512887880206108
103058.98+321557.7,157.745762,32.266036,1.9921000003814697,1959,526,53440,1,-27.052545726297872,46.79971636241292,0,0,0.0,-26.985278423735316,-1.0,44.03687885137148,26.820044189412847,43.93121632226633,20.975285067004386,44.462325763812196,27.61317807697762,476.9165062668784,-0.5250962023269707,1.998432,0.01932232454419136
103213.56+315751.7,158.0565,31.964387,2.029900074005127,1959,574,53440,1,-26.910494630796244,46.53534675112366,1,0,0.0,-27.044908919412556,-1.0,44.33537117911301,60.64049317892104,44.295625729869705,55.33721209072505,44.706639242590825,73.17179984398346,-304.80426672801946,-0.5537326107591554,2.037738,0.018673615530133247
