SDSS_NAME,RA_1,DEC_1,PLATE,MJD,FIBERID,Z,usrid,separation_2,probability,name,ra_2,dec_2,err_ellipse_r0,err_ellipse_r1,err_ellipse_ang,significance,likelihood_class,conf_flag,sat_src_flag,streak_src_flag,flux_aper_b,flux_aper_lolim_b,flux_aper_hilim_b,flux_aper_w,flux_aper_lolim_w,flux_aper_hilim_w,flux_aper_avg_b,flux_aper_avg_lolim_b,flux_aper_avg_hilim_b,flux_aper_avg_w,flux_aper_avg_lolim_w,flux_aper_avg_hilim_w,Separation
151318.42+363528.3,228.32676439044758,36.591220774693674,10746,58257,779,0.9516704678535461,26627,1.5542861976527271,0.09569240006398527,2CXO J151318.5+363528,228.3272868671594,36.591322868272435,2.2855369955169587,1.881898218329067,89.45250794164912,7.21010042522555,TRUE,true,false,false,5.6771000603645E-14,4.6723352375131E-14,6.6227610701071E-14,,,,5.6771000603645E-14,4.6723352375131E-14,6.6227610701071E-14,,,,1.5542834414054691
151343.50+364846.5,228.4312833580949,36.812930761692115,10743,58222,446,2.6226658821105957,26875,0.4860542291260108,0.8288409511654187,2CXO J151343.5+364846,228.4314488372271,36.81290474802771,5.503248976127632,4.620008647004697,103.58801691910679,6.610651382500466,TRUE,false,false,false,0.0,0.0,4.9988382262753E-15,,,,0.0,0.0,4.32953865566E-15,,,,0.48604247616883967
151345.04+363435.6,228.43766698478163,36.57656119883384,10746,58257,771,1.3839772939682007,26899,0.5193176581121418,0.3743571230543099,2CXO J151345.0+363435,228.4375275984769,36.5766521928749,1.4310838101642314,1.0252523572010837,96.18638087599324,7.794932941743379,TRUE,false,false,false,1.7677648819809E-14,1.5146953756675E-14,2.0059479467464E-14,,,,1.7677648819809E-14,1.5146953756675E-14,2.0059479467464E-14,,,,0.5193180953077667
151357.64+364214.4,228.49020353223278,36.70402094937032,4980,56048,315,1.495,27000,1.0125352305633577,0.06718138523568684,2CXO J151357.7+364215,228.49047038152548,36.70420353082395,1.3556050585588226,0.963323556619822,133.20671470000426,8.59543437786672,TRUE,false,false,false,2.1118538479322E-14,1.7493726009508E-14,2.4743350949137E-14,,,,2.2181940838385E-14,1.9217869933699E-14,2.5146011743071E-14,,,,1.0125353645601334
151358.58+364716.7,228.49408846675095,36.78799723807811,10743,58222,441,1.690756916999817,27007,0.9717877121683831,0.1845393980760509,2CXO J151358.5+364715,228.49407609536047,36.78772748136015,1.7934420562040074,1.6890747159676376,36.36457852989594,5.705882352941246,TRUE,false,false,false,2.541023824174E-14,2.0610526573855E-14,2.992761392916E-14,,,,2.541023824174E-14,2.0610526573855E-14,2.992761392916E-14,,,,0.9717789748736533
151412.31+363218.1,228.5513083201525,36.53836767813962,4980,56048,312,1.552,27122,0.210175697400318,0.5057252465840434,2CXO J151412.3+363218,228.55125381235484,36.53840629116528,0.7730552341892911,0.723685389940092,75.56991913879031,12.84106634103977,TRUE,false,false,false,3.5291337846805E-14,3.2538454393933E-14,3.788228697892E-14,,,,3.5291337846805E-14,3.2538454393933E-14,3.788228697892E-14,,,,0.21019020288943757
151414.88+365039.7,228.56200973344608,36.84436357983094,4980,56048,320,1.529,27141,0.5275386044497662,0.19067840150525928,2CXO J151414.8+365039,228.5619521345559,36.84422448130655,0.9871961156100191,0.8697768004034735,73.73844745281372,9.072745881302342,TRUE,true,false,false,3.3976265661733E-14,3.0135614612873E-14,3.7816916710593E-14,,,,3.0990057605414E-14,2.7598108324925E-14,3.4382006885902E-14,,,,0.5275333811774103
151424.79+365332.3,228.6033133734166,36.8923258277448,4980,56048,318,2.003,27224,0.1296018271172223,0.7023702398097944,2CXO J151424.7+365332,228.60328949621044,36.89229529702761,0.8301878010698543,0.7462181078749681,82.56768687668352,10.886469929196293,TRUE,false,false,false,4.8625673830404E-14,4.4102088472733E-14,5.3149259188074E-14,,,,4.8625673830404E-14,4.4102088472733E-14,5.3149259188074E-14,,,,0.1296393936542653
151428.40+363743.2,228.61834556452266,36.628678978092076,10743,58222,404,0.4030260145664215,27260,0.3300635472307843,0.2807679972290551,2CXO J151428.3+363743,228.61827967480156,36.628753877105325,0.7491998487523878,0.7231957025577531,6.044135599566346,9.117940492049028,TRUE,false,false,false,1.3479428933861E-14,1.1730639766618E-14,1.512534815009E-14,,,,1.2511575941565E-14,1.1073491662931E-14,1.3865067027337E-14,,,,0.33006161383685684
151433.09+364625.4,228.63791101950181,36.7737228965418,10746,58257,805,2.9639129638671875,27299,0.1283566832077961,0.7949320103397041,2CXO J151433.0+364625,228.63790649728105,36.77368742237274,1.2088148878962237,0.9052383925385323,37.86822471955699,5.411176157869369,TRUE,true,false,false,1.0045732373559E-14,8.0827731741278E-15,1.200869157299E-14,,,,1.0045732373559E-14,8.0827731741278E-15,1.200869157299E-14,,,,0.12837106946394977
151441.01+365842.1,228.67087963263452,36.97837714926132,4980,56048,736,0.241,27345,1.377727461809186,0.12959756072164597,2CXO J151441.0+365840,228.67087609472924,36.97799445798479,2.226449566573029,2.0068326762106725,101.76905826046392,4.540540540540352,TRUE,false,false,false,2.1606664498005E-14,1.6368685225761E-14,2.6517270065733E-14,,,,2.1606664498005E-14,1.6368685225761E-14,2.6517270065733E-14,,,,1.377726166846569
151444.51+364237.9,228.68547397662104,36.71054194562917,4980,56048,272,0.194,27381,0.15932322146749842,0.645818308412669,2CXO J151444.5+364237,228.68551283228635,36.71051050152453,0.8485722660748072,0.7636866376989464,9.231774634764065,15.877085588573944,TRUE,false,false,false,1.1812980206499E-13,1.1032333182365E-13,1.254770681745E-13,,,,9.5024235213224E-14,9.0473029153006E-14,9.9575441273443E-14,,,,0.15933845957994452
151444.79+365950.7,228.68663340510932,36.997424849537865,10746,58257,806,1.638643503189087,27396,0.9808637977902828,0.6421773999866789,2CXO J151444.7+365951,228.68665778856723,36.99769661413114,5.167099932633555,3.881967460358795,96.53346963828545,2.914285714285702,MARGINAL,false,false,false,7.7068253650914E-15,4.1353697080978E-15,1.1090309671717E-14,,,,7.7068253650914E-15,4.1353697080978E-15,1.1090309671717E-14,,,,0.9808611788417364
151447.04+364150.2,228.69600922854374,36.69728320842677,10746,58257,860,1.2183207273483276,27407,0.3177260552933749,0.32650642307347755,2CXO J151447.0+364150,228.6961168638744,36.697264752112126,0.7927538123292264,0.7438088684730395,8.110241547168528,16.01433980215027,TRUE,false,false,false,8.9101511061511E-14,8.3376571736826E-14,9.4826450386197E-14,,,,7.1131140695267E-14,6.7850542426773E-14,7.4411738963762E-14,,,,0.31771397962004455
151449.90+365540.4,228.70794777660063,36.927890517868,10746,58257,803,1.7633169889450073,27440,1.6184228001759418,0.11728681529117957,2CXO J151449.7+365540,228.70738646305506,36.927918167877195,2.5311569745296234,2.139789700937626,103.97657886626224,2.5945945945945477,MARGINAL,false,false,false,3.3280397334712E-15,1.6213526906655E-15,4.9493924241367E-15,,,,3.3280397334712E-15,1.6213526906655E-15,4.9493924241367E-15,,,,1.6184186823593494
151453.66+364354.0,228.72361395115155,36.73168100571896,10746,58257,859,0.8661777377128601,27477,0.24780035501227557,0.6267209240550586,2CXO J151453.6+364354,228.72369974032267,36.73167761003053,1.2471720709604857,1.0056082882681625,7.000401912295928,6.079416112847052,TRUE,false,false,false,1.2571883099056E-14,1.0583272614184E-14,1.4443516496583E-14,,,,1.2571883099056E-14,1.0583272614184E-14,1.4443516496583E-14,,,,0.24782080334690185
151455.77+364313.4,228.73240980344207,36.720410500386386,10743,58222,362,1.374934196472168,27487,0.2928789576109903,0.6111241576592561,2CXO J151455.7+364313,228.73233258024845,36.72046329946759,1.4099222097838155,0.9501316170524958,1.0890403140248566,6.579465609023539,TRUE,false,false,false,1.8470327159992E-14,1.5843442096077E-14,2.0942689573088E-14,,,,1.8470327159992E-14,1.5843442096077E-14,2.0942689573088E-14,,,,0.29289169953667754
151500.51+365519.6,228.7521313959911,36.9221119160434,4980,56048,276,1.409,27534,0.25053018425034623,0.502675658529698,2CXO J151500.5+365519,228.75220848449203,36.922079595660314,0.9149180637843968,0.7753248683001052,106.19960241144372,10.050126373369483,TRUE,false,false,false,3.6664643060434E-14,3.2900336107253E-14,4.0428950013616E-14,,,,3.6664643060434E-14,3.2900336107253E-14,4.0428950013616E-14,,,,0.25052213741182994
151505.98+554421.1,228.77492714098832,55.73920026730122,8415,57893,920,0.45660990476608276,27603,0.6833665705306715,0.6143224770486705,2CXO J151505.9+554421,228.77459003656668,55.73919606425803,3.3194779125722413,2.339200619544378,102.01088597271686,8.632632790321642,TRUE,false,false,false,3.1784883483063E-14,2.4125875414855E-14,3.9060941147861E-14,,,,3.1784883483063E-14,2.4125875414855E-14,3.9060941147861E-14,,,,0.6833631466968126
151509.53+364917.7,228.7897365677161,36.821594347814894,10746,58257,852,1.7156846523284912,27627,0.49081218506877416,0.19953896644791047,2CXO J151509.5+364918,228.7898209556124,36.821712767104785,0.9368497191609699,0.8686247373335436,159.01907179433726,4.833333333333272,TRUE,false,false,false,6.88134425576E-15,5.324849721719E-15,8.3559180248514E-15,,,,6.88134425576E-15,5.324849721719E-15,8.3559180248514E-15,,,,0.4907966775875788
151516.58+365016.6,228.81911620559077,36.83795606153219,10746,58257,850,1.3228683471679688,27700,0.28343721475150213,0.6085763733500018,2CXO J151516.5+365016,228.81914595377987,36.83803110455141,1.3547790053878443,0.955945256470973,168.85531091165967,6.501500122904656,TRUE,false,false,false,1.3345111481987E-14,1.1087918652323E-14,1.560230431165E-14,,,,1.3345111481987E-14,1.1087918652323E-14,1.560230431165E-14,,,,0.2834253904037607
151528.75+554235.1,228.86979355263395,55.709773479335574,8415,57893,916,1.665002465248108,27796,1.3821157395647352,0.4179348876405924,2CXO J151528.9+554235,228.8704749892529,55.70977617664172,4.176890459488673,2.192139003710112,169.1859111565779,5.3142857142856545,TRUE,false,false,false,0.0,0.0,3.2169612957388E-15,,,,5.7650538297494E-15,1.6737253054111E-15,9.6704128757086E-15,,,,1.3821145815443345
151532.23+553326.9,228.88431693952634,55.557490205624056,6795,56425,57,0.257,27834,0.1317704410097919,0.654391473187407,2CXO J151532.2+553326,228.8842611956103,55.557471624484236,0.7204931949395238,0.7137881154549627,172.27437662698696,19.196640788529404,TRUE,false,false,false,5.7686310660189E-14,5.3873767166347E-14,6.1498854154031E-14,,,,5.1727264460488E-14,4.904127377734E-14,5.4413255143637E-14,,,,0.13174466239575539
151737.25+423727.9,229.40522393989244,42.62441755024564,8520,58191,769,0.582245409488678,29014,0.7563455397253034,0.6233507325625762,2CXO J151737.1+423727,229.40494032786285,42.624393241945974,3.769773395395923,2.2853861232432897,41.09385226788598,3.874999999999918,TRUE,false,false,false,3.4085858038205E-14,2.4428198260714E-14,4.3175420181727E-14,,,,3.4085858038205E-14,2.4428198260714E-14,4.3175420181727E-14,,,,0.7563426808312154
151752.34+424956.4,229.46810268275672,42.83234032329707,6048,56072,96,1.354,29150,0.27420444980398195,0.5427764969127391,2CXO J151752.3+424956,229.46813309935123,42.8324131556207,1.1028227294791584,1.038881773915788,106.22958187316516,7.698209728355596,TRUE,false,false,false,3.017344485941E-14,2.51911587988E-14,3.515573092002E-14,,,,3.017344485941E-14,2.51911587988E-14,3.515573092002E-14,,,,0.27421745502289874
151821.88+424205.0,229.59118902117456,42.70140126816479,8520,58191,807,2.3836143016815186,29380,0.2335115717870478,0.8015712869765255,2CXO J151821.8+424204,229.59117724688394,42.70133698884422,2.2743557990760817,1.3281771836095861,177.14393745953316,3.4285714285715114,TRUE,false,false,false,1.1892718472694E-14,8.2644314810246E-15,1.5319433964826E-14,,,,1.1892718472694E-14,8.2644314810246E-15,1.5319433964826E-14,,,,0.23349278784050223
151854.72+355538.4,229.7280207202436,35.927348490839044,10746,58257,998,1.1517939567565918,29657,0.44726736413554696,0.19090855203130785,2CXO J151854.7+355538,229.72811121605184,35.927248162761664,0.8374163015020262,0.7877929034795378,178.9980550975749,3.2571428571428362,TRUE,false,false,false,9.6341226763968E-14,6.5917681470083E-14,1.2507457509708E-13,,,,9.6341226763968E-14,6.5917681470083E-14,1.2507457509708E-13,,,,0.447265680507569
152034.91+524644.0,230.1454698761471,52.77890144947493,8394,57865,152,0.6292657852172852,30531,1.4521575708713497,0.6559548862957701,2CXO J152034.9+524645,230.14561048323048,52.7792957584427,7.978677236401361,6.655438353515005,34.48251932999062,2.3243243243242566,MARGINAL,false,false,false,2.727759335784E-14,1.3018851375332E-14,4.0916390036759E-14,,,,2.727759335784E-14,1.3018851375332E-14,4.0916390036759E-14,,,,1.4521588125059717
152039.69+505509.3,230.1654105183568,50.91926620436047,8395,57834,658,2.7796709537506104,30559,0.49823374248309027,0.19905214220397138,2CXO J152039.6+505508,230.1652633605862,50.919163501931884,0.9499874361708284,0.7843377312057851,178.4989130858037,5.066666666666744,TRUE,false,false,false,1.729141082895E-14,1.3871131763883E-14,2.0711689894017E-14,,,,1.729141082895E-14,1.3871131763883E-14,2.0711689894017E-14,,,,0.49823482696595817
152055.57+525101.8,230.23156091346004,52.85051519566922,8394,57865,154,1.0156927108764648,30701,1.7608343591825255,0.11965549541706089,2CXO J152055.5+525103,230.2313761981909,52.85099142642076,2.771614142735652,1.800630931169891,68.8406588058192,3.5151515151515986,TRUE,false,false,false,1.8874231160294E-14,1.2340843450962E-14,2.5044652885775E-14,,,,1.8874231160294E-14,1.2340843450962E-14,2.5044652885775E-14,,,,1.7608334006820905
152141.11+520432.2,230.42129436191783,52.075626965496696,8394,57865,134,1.556969404220581,31106,0.7757682584906026,0.019790260750240485,2CXO J152141.1+520432,230.4216446224723,52.07561734652655,0.8166209684835585,0.7669700417759602,54.56985182303916,4.5405405405404125,TRUE,false,false,false,8.7236271990723E-15,6.7022989456287E-15,1.0638569754966E-14,,,,8.7236271990723E-15,6.7022989456287E-15,1.0638569754966E-14,,,,0.775772059710286
152142.37+524740.4,230.42655977106824,52.79455689410369,8394,57865,111,1.1339799165725708,31110,0.6789493192840749,0.19148267470536207,2CXO J152142.4+524740,230.42673402278888,52.79471331287315,1.2728361350785424,1.0477869261885862,28.095857360776165,9.003051392519135,TRUE,false,false,false,5.2556900999513E-14,4.6531658268111E-14,5.8582143730915E-14,,,,5.2556900999513E-14,4.6531658268111E-14,5.8582143730915E-14,,,,0.6789480285010334
152149.93+074547.4,230.45806773468854,7.763186629812432,4889,55709,666,3.092,31173,0.6158915495454088,0.05167782003740495,2CXO J152149.9+074546,230.4581265262501,7.7630257702096115,0.7758547118666451,0.7441644043145417,167.08597241466407,3.529411764705714,TRUE,false,false,false,3.3384504679484E-15,2.3765240619294E-15,4.3003768739675E-15,,,,3.3384504679484E-15,2.3765240619294E-15,4.3003768739675E-15,,,,0.6158967006253144
